team.id,jerseyNumber,id,fullName,link,position.code,position.name,position.type
22,55,8482077,Dylan Holloway,/api/v1/people/8482077,L,Left Wing,Forward
23,70,8476871,Tanner Pearson,/api/v1/people/8476871,L,Left Wing,Forward
23,5,8477359,Tucker Poolman,/api/v1/people/8477359,D,Defenseman,Defenseman
23,35,8477967,Thatcher Demko,/api/v1/people/8477967,G,Goalie,Goalie
23,73,8475413,Justin Dowling,/api/v1/people/8475413,C,Center,Forward
23,3,8480056,Jack Rathbone,/api/v1/people/8480056,D,Defenseman,Defenseman
23,92,8481617,Vasily Podkolzin,/api/v1/people/8481617,R,Right Wing,Forward
23,2,8474568,Luke Schenn,/api/v1/people/8474568,D,Defenseman,Defenseman
23,57,8474574,Tyler Myers,/api/v1/people/8474574,D,Defenseman,Defenseman
23,23,8475171,Oliver Ekman-Larsson,/api/v1/people/8475171,D,Defenseman,Defenseman
23,9,8476468,J.T. Miller,/api/v1/people/8476468,C,Center,Forward
23,44,8477335,Kyle Burroughs,/api/v1/people/8477335,D,Defenseman,Defenseman
23,30,8477484,Spencer Martin,/api/v1/people/8477484,G,Goalie,Goalie
23,53,8477500,Bo Horvat,/api/v1/people/8477500,C,Center,Forward
23,20,8477508,Curtis Lazar,/api/v1/people/8477508,C,Center,Forward
23,81,8478057,Dakota Joshua,/api/v1/people/8478057,C,Center,Forward
23,24,8478408,Travis Dermott,/api/v1/people/8478408,D,Defenseman,Defenseman
